name,type,stats,description,colection,card_link
Armorcraft Judge,Creature | Elf Artificer,3/3,"When Armorcraft Judge enters the battlefield, draw a card for each creature you control with a +1/+1 counter on it.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/60/armorcraft-judge
Beanstalk Giant,Creature | Giant,*/*,"Beanstalk Giant’s power and toughness are each equal to the number of lands you control. Search your library for a basic land card, put it onto the battlefield, then shuffle. ",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/61/beanstalk-giant-fertile-footsteps
Circuitous Route,Sorcery,-,"Search your library for up to two basic land cards and/or Gate cards, put them onto the battlefield tapped, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/62/circuitous-route
Elvish Rejuvenator,Creature | Elf Druid,1/1,"When Elvish Rejuvenator enters the battlefield, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/63/elvish-rejuvenator
Embodiment of Insight,Creature | Elemental,4/4,"Vigilance Land creatures you control have vigilance.  — Whenever a land enters the battlefield under your control, you may have target land you control become a 3/3 Elemental creature with haste until end of turn. It’s still a land.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/64/embodiment-of-insight
Evolution Sage,Creature | Elf Druid,3/2,"Whenever a land enters the battlefield under your control, proliferate. ",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/65/evolution-sage
Far Wanderings,Sorcery,-,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.  — If seven or more cards are in your graveyard, instead search your library for up to three basic land cards, put them onto the battlefield tapped, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/66/far-wanderings
Fertilid,Creature | Elemental,0/0,"Fertilid enters the battlefield with two +1/+1 counters on it. , Remove a +1/+1 counter from Fertilid: Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/67/fertilid
Harmonize,Sorcery,-,Draw three cards.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/68/harmonize
Harrow,Instant,-,"As an additional cost to cast this spell, sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/69/harrow
Inspiring Call,Instant,-,Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/70/inspiring-call
Keeper of Fables,Creature | Cat,4/5,"Whenever one or more non-Human creatures you control deal combat damage to a player, draw a card.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/71/keeper-of-fables
Khalni Heart Expedition,Enchantment,-," — Whenever a land enters the battlefield under your control, you may put a quest counter on Khalni Heart Expedition. Remove three quest counters from Khalni Heart Expedition and sacrifice it: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/72/khalni-heart-expedition
Kodama's Reach,Sorcery | Arcane,-,"Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/73/kodamas-reach
The Mending of Dominaria,Enchantment | Saga,-,"I, II — Mill two cards, then you may return a creature card from your graveyard to your hand. III — Return all land cards from your graveyard to the battlefield, then shuffle your graveyard into your library.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/74/the-mending-of-dominaria
"Multani, Yavimaya's Avatar",Legendary Creature | Elemental Avatar,0/0,"Reach, trample Multani, Yavimaya’s Avatar gets +1/+1 for each land you control and each land card in your graveyard. , Return two lands you control to their owner’s hand: Return Multani from your graveyard to your hand.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/75/multani-yavimayas-avatar
Nissa's Renewal,Sorcery,-,"Search your library for up to three basic land cards, put them onto the battlefield tapped, then shuffle. You gain 7 life.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/76/nissas-renewal
Rampaging Baloths,Creature | Beast,6/6,"Trample  — Whenever a land enters the battlefield under your control, you may create a 4/4 green Beast creature token.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/77/rampaging-baloths
Retreat to Kazandu,Enchantment,-," — Whenever a land enters the battlefield under your control, choose one — • Put a +1/+1 counter on target creature. • You gain 2 life.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/78/retreat-to-kazandu
Return of the Wildspeaker,Instant,-,Choose one — • Draw cards equal to the greatest power among non-Human creatures you control. • Non-Human creatures you control get +3/+3 until end of turn.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/79/return-of-the-wildspeaker
Rites of Flourishing,Enchantment,-,"At the beginning of each player’s draw step, that player draws an additional card. Each player may play an additional land on each of their turns.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/80/rites-of-flourishing
Satyr Wayfinder,Creature | Satyr,1/1,"When Satyr Wayfinder enters the battlefield, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/81/satyr-wayfinder
Sporemound,Creature | Fungus,3/3," — Whenever a land enters the battlefield under your control, create a 1/1 green Saproling creature token.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/82/sporemound
Springbloom Druid,Creature | Elf Druid,1/1,"When Springbloom Druid enters the battlefield, you may sacrifice a land. If you do, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/83/springbloom-druid
Sylvan Advocate,Creature | Elf Druid Ally,2/3,"Vigilance As long as you control six or more lands, Sylvan Advocate and land creatures you control get +2/+2.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/84/sylvan-advocate
Tuskguard Captain,Creature | Human Warrior,2/3,Outlast    Each creature you control with a +1/+1 counter on it has trample.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/85/tuskguard-captain
Waker of the Wilds,Creature | Merfolk Shaman,3/3,: Put X +1/+1 counters on target land you control. That land becomes a 0/0 Elemental creature with haste. It’s still a land.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/86/waker-of-the-wilds
Yavimaya Elder,Creature | Human Druid,2/1,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle. , Sacrifice Yavimaya Elder: Draw a card.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/87/yavimaya-elder
Zendikar's Roil,Enchantment,-," — Whenever a land enters the battlefield under your control, create a 2/2 green Elemental creature token.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/88/zendikars-roil
Consuming Aberration,Creature | Horror,*/*,"Consuming Aberration’s power and toughness are each equal to the number of cards in your opponents’ graveyards. Whenever you cast a spell, each opponent reveals cards from the top of their library until they reveal a land card, then puts those cards into their graveyard.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/89/consuming-aberration
Extract from Darkness,Sorcery,-,Each player mills two cards. Then you put a creature card from a graveyard onto the battlefield under your control.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/90/extract-from-darkness
Ground Assault,Sorcery,-,Ground Assault deals damage to target creature equal to the number of lands you control.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/91/ground-assault
"Lazav, Dimir Mastermind",Legendary Creature | Shapeshifter,3/3,"Hexproof Whenever a creature card is put into an opponent’s graveyard from anywhere, you may have Lazav, Dimir Mastermind become a copy of that card, except its name is Lazav, Dimir Mastermind, it’s legendary in addition to its other types, and it has hexproof and this ability.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/92/lazav-dimir-mastermind
Living Twister,Creature | Elemental,2/5,", Discard a land card: Living Twister deals 2 damage to any target. : Return a tapped land you control to its owner’s hand.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/93/living-twister
"Mina and Denn, Wildborn",Legendary Creature | Elf Ally,4/4,"You may play an additional land on each of your turns. , Return a land you control to its owner’s hand: Target creature gains trample until end of turn.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/94/mina-and-denn-wildborn
Naya Charm,Instant,-,Choose one — • Naya Charm deals 3 damage to target creature. • Return target card from a graveyard to its owner’s hand. • Tap all creatures target player controls.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/95/naya-charm
Notion Thief,Creature | Human Rogue,3/1,"Flash If an opponent would draw a card except the first one they draw in each of their draw steps, instead that player skips that draw and you draw a card.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/96/notion-thief
"Omnath, Locus of Rage",Legendary Creature | Elemental,5/5," — Whenever a land enters the battlefield under your control, create a 5/5 red and green Elemental creature token. Whenever Omnath, Locus of Rage or another Elemental you control dies, Omnath deals 3 damage to any target.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/97/omnath-locus-of-rage
"Oona, Queen of the Fae",Legendary Creature | Faerie Wizard,5/5,"Flying : Choose a color. Target opponent exiles the top X cards of their library. For each card of the chosen color exiled this way, create a 1/1 blue and black Faerie Rogue creature token with flying.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/98/oona-queen-of-the-fae
Silumgar's Command,Instant,-,Choose two — • Counter target noncreature spell. • Return target permanent to its owner’s hand. • Target creature gets -3/-3 until end of turn. • Destroy target planeswalker.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/99/silumgars-command
Soul Manipulation,Instant,-,Choose one or both — • Counter target creature spell. • Return target creature card from your graveyard to your hand.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/100/soul-manipulation
Spinal Embrace,Instant,-,"Cast this spell only during combat. Untap target creature you don’t control and gain control of it. It gains haste until end of turn. At the beginning of the next end step, sacrifice it. If you do, you gain life equal to its toughness.",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/101/spinal-embrace
Struggle,Instant,-,Struggle deals damage to target creature equal to the number of lands you control. Aftermath  Each player shuffles their graveyard into their library.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/102/struggle-survive
"Sygg, River Cutthroat",Legendary Creature | Merfolk Rogue,1/3,"At the beginning of each end step, if an opponent lost 3 or more life this turn, you may draw a card. ",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/103/sygg-river-cutthroat
Sylvan Reclamation,Instant,-,Exile up to two target artifacts and/or enchantments. Basic landcycling   ,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/104/sylvan-reclamation
Treacherous Terrain,Sorcery,-,Treacherous Terrain deals damage to each opponent equal to the number of lands that player controls. Basic landcycling   ,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/105/treacherous-terrain
Arcane Signet,Artifact,-,: Add one mana of any color in your commander’s color identity.,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/106/arcane-signet
Blackblade Reforged,Legendary Artifact | Equipment,-,Equipped creature gets +1/+1 for each land you control. Equip legendary creature  Equip ,Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/107/blackblade-reforged
Bonehoard,Artifact | Equipment,-,"Living weapon  Equipped creature gets +X/+X, where X is the number of creature cards in all graveyards. Equip ",Zendikar Rising Commander (ZNC),https://scryfall.com/card/znc/108/bonehoard
